asteroid_number,H,da_AU,D_deg,f_degy,e_p,g_arcsec_y,sin_i_p,s_arcsec_y,L,My
22149,10.35,0.0656,14.21,2.305,0.069,311.96,0.3885,-8.32,4,5
22180,10.31,0.0531,11.9,2.226,0.0781,270.38,0.5091,-3.36,5,50
22199,11.75,0.1238,26.71,2.313,0.0428,251.44,0.1596,-24.58,4,50
22203,11.69,0.0423,8.49,2.486,0.1467,353.33,0.0328,-17.61,4,5
22222,12.44,0.1314,28.34,2.315,0.0289,4.29,0.0333,-27.01,4,50
22227,11.97,0.0192,3.95,2.427,0.0877,342.64,0.2117,-9.03,4,5
22404,12.09,0.0793,16.55,2.393,0.0728,362.39,0.1826,-15.18,4,5
22503,12.31,0.0312,6.43,2.42,0.028,352.06,0.184,-7.65,4,5
22808,12.13,0.0613,12.61,2.426,0.1355,345.14,0.2015,-16.86,5,50
23075,11.06,0.0331,6.79,2.432,0.1269,337.31,0.2245,-12.57,4,5
23114,12.05,0.0501,10.27,2.437,0.0297,368.71,0.0292,-10.56,4,5
23118,12.17,0.0287,5.75,2.491,0.1524,348.74,0.0715,-16.68,4,50
23119,11.31,0.052,11.03,2.354,0.1032,320.35,0.3376,-10.01,4,5
23123,11.37,0.1255,27.18,2.307,0.0331,74.46,0.1729,-24.07,4,50
23126,11.75,0.1483,32.75,2.264,0.0374,175.35,0.0337,-33.53,4,50
23135,10.04,0.0998,21.64,2.303,0.0731,338.93,0.3201,-16.44,4,50
23144,11.59,0.0927,19.54,2.368,0.036,132.4,0.1788,-15.8,4,50
23152,11.91,0.0272,5.57,2.443,0.1055,346.13,0.1781,-11.18,4,5
23269,11.56,0.0205,4.21,2.435,0.0726,349.28,0.1764,-8.78,4,5
23285,11.2,0.1011,21.88,2.307,0.0331,347.88,0.3018,-15.44,4,5
23355,11.97,0.0679,14.05,2.415,0.038,369.89,0.1089,-12.59,4,5
23382,12.04,0.0421,8.77,2.396,0.0676,340.55,0.2529,-8.71,4,5
23383,11.88,0.0597,12.41,2.401,0.0631,352.67,0.2089,-11.2,4,5
23463,11.58,0.0333,6.87,2.418,0.0532,348.97,0.1999,-8.3,5,5
23480,11.44,0.0182,3.89,2.333,0.1465,294.58,0.405,-8.87,4,50
23549,11.71,0.0544,11.16,2.432,0.0832,359.01,0.1363,-12.68,5,5
23622,11.48,0.1046,22.32,2.34,0.0309,372.28,0.2086,-18.1,4,5
23624,11.69,0.0712,15.24,2.332,0.1142,318.92,0.3489,-13.29,4,5
23694,11.48,0.1046,22.18,2.356,0.0149,383.69,0.1484,-18.67,5,5
23706,12.28,0.0476,9.75,2.435,0.0639,360.99,0.1165,-11.02,4,5
23709,11.64,0.0522,10.78,2.419,0.0711,354.93,0.1756,-11.21,4,5
23710,12.29,0.1252,27.22,2.297,0.0198,384.49,0.2055,-23.37,4,5
23939,11.45,0.119,25.54,2.327,0.0039,181.93,0.1525,-22.18,4,5
23947,11.8,0.0485,9.88,2.454,0.0987,360.58,0.0756,-13.62,4,5
23958,10.27,0.0213,4.63,2.3,0.0647,290.12,0.4335,-2.78,4,50
23963,11.77,0.0929,19.43,2.39,0.0499,291.6,0.0946,-17.37,4,50
23968,11.24,0.0632,13.03,2.424,0.1288,347.28,0.1966,-16.78,4,5
23970,11.05,0.0554,12.46,2.222,0.0369,117.04,0.5122,-1.98,4,50
23987,11.65,0.0352,7.51,2.341,0.1395,301.72,0.3842,-10.05,5,5
24018,11.54,0.0466,9.76,2.383,0.0186,342.31,0.2621,-7.46,5,5
24022,12.16,0.1127,24.09,2.337,0.0472,381.94,0.1755,-21.38,5,5
24212,12.12,0.1389,30.37,2.285,0.01,409.81,0.107,-29.04,4,5
24225,11.79,0.0533,11.04,2.412,0.0348,358.26,0.1715,-9.92,4,5
24233,11.46,0.0958,20.38,2.347,0.0171,365.19,0.2257,-15.51,4,5
24244,11.02,0.0902,20.6,2.187,0.0275,272.25,0.5097,-6.98,4,5
24275,11.26,0.0885,18.76,2.355,0.0503,357.46,0.2398,-14.75,4,5
24279,12.07,0.0777,16.31,2.379,0.0326,360.91,0.2065,-12.75,4,5
24312,11.71,0.0425,8.85,2.399,0.1091,333.01,0.2704,-11.0,4,5
24313,10.85,0.0626,13.26,2.356,0.0602,334.63,0.3041,-9.61,4,5
24340,12.12,0.0436,8.9,2.448,0.1003,355.25,0.1273,-12.77,4,5
24341,12.04,0.0887,18.78,2.358,0.0348,108.63,0.2233,-14.31,4,50
24357,11.78,0.1094,23.33,2.342,0.0333,70.68,0.1732,-19.54,4,50
24380,11.3,0.0869,18.14,2.391,0.0439,375.69,0.1279,-15.86,4,5
24390,11.69,0.052,10.79,2.405,0.0475,352.67,0.2031,-9.72,4,5
24403,11.35,0.0942,20.62,2.281,0.0341,325.84,0.3679,-12.34,4,5
24420,11.51,0.0964,20.23,2.379,0.0489,380.23,0.1261,-18.06,4,5
24426,12.17,0.0925,19.39,2.383,0.0462,263.34,0.1285,-16.81,4,50
24444,11.45,0.1223,26.3,2.321,0.0411,234.11,0.1483,-23.96,5,50
24446,11.09,0.0822,18.3,2.243,0.0574,280.5,0.4517,-8.14,5,50
24448,11.51,0.0866,18.12,2.387,0.0326,374.52,0.1415,-15.24,5,5
24449,11.97,0.0239,5.49,2.175,0.0629,236.8,0.5847,2.05,5,50
24451,10.44,0.0822,17.78,2.307,0.0919,320.16,0.3617,-13.1,5,5
24452,11.9,0.0398,8.13,2.447,0.0977,354.17,0.1336,-12.14,5,5
24453,11.22,0.1081,23.09,2.339,0.0389,189.7,0.1927,-19.15,5,50
24454,11.44,0.1489,32.93,2.258,0.0319,48.03,0.0502,-33.53,5,50
24456,12.02,0.0536,11.06,2.418,0.0385,360.44,0.1533,-10.28,5,5
24458,11.81,0.0638,13.63,2.338,0.0629,326.97,0.3353,-9.17,5,5
24459,11.83,0.0794,16.87,2.349,0.0702,341.73,0.2883,-13.04,5,5
24467,11.85,0.0468,9.86,2.368,0.0542,332.6,0.3012,-7.6,5,5
24470,11.03,0.0799,17.64,2.262,0.0475,243.9,0.4279,-8.2,5,50
24471,11.18,0.1052,23.96,2.193,0.0506,259.37,0.4735,-11.5,5,50
24472,11.62,0.0888,19.42,2.283,0.0456,320.69,0.3783,-11.35,5,5
24479,11.82,0.0619,13.24,2.333,0.0612,323.73,0.3469,-8.54,4,5
24485,11.45,0.0638,13.31,2.395,0.0639,352.79,0.2148,-11.7,4,5
24486,11.22,0.0299,6.1,2.449,0.0995,351.06,0.1453,-11.35,4,5
24498,11.99,0.0536,11.16,2.399,0.0463,351.06,0.2162,-9.66,4,5
24501,11.71,0.0215,4.56,2.35,0.0593,316.66,0.3558,-4.78,4,5
24505,11.14,0.0574,12.15,2.36,0.0741,330.94,0.3103,-9.49,4,5
24506,10.77,0.107,22.91,2.331,0.0383,181.5,0.2205,-18.38,4,50
24508,12.27,0.0789,16.33,2.413,0.032,379.71,0.0203,-14.64,4,5
24519,11.64,0.0167,3.45,2.413,0.0761,339.01,0.2403,-7.79,4,5
24528,11.76,0.0767,16.22,2.36,0.0649,337.94,0.2657,-12.61,4,50
24530,11.72,0.0682,14.15,2.407,0.0819,357.29,0.1839,-13.88,4,5
24531,11.76,0.0918,20.13,2.276,0.0411,320.19,0.3823,-11.65,4,5
24534,11.32,0.0722,15.05,2.396,0.1004,350.41,0.2194,-15.27,4,5
24536,11.54,0.0404,8.85,2.281,0.0585,274.69,0.4481,-3.29,4,50
24537,11.19,0.0786,16.78,2.337,0.041,339.72,0.3047,-11.25,4,5
24539,12.07,0.0997,21.09,2.361,0.0714,367.68,0.1867,-19.19,4,50
24587,11.5,0.0498,11.06,2.245,0.0532,249.41,0.4878,-2.71,4,50
24603,12.39,0.0554,11.34,2.439,0.0836,362.3,0.104,-13.15,4,5
24882,11.62,0.0455,9.38,2.424,0.0266,360.43,0.1391,-9.31,4,5
25344,11.73,0.1013,22.05,2.293,0.0209,341.39,0.326,-14.6,5,5
25347,11.65,0.0593,12.54,2.359,0.0424,336.5,0.2974,-8.64,5,5
25883,11.34,0.099,21.56,2.293,0.0396,337.15,0.3347,-14.38,5,5
25895,11.19,0.0128,2.71,2.361,0.1242,311.24,0.3502,-8.46,4,5
25910,11.87,0.0853,18.36,2.321,0.0371,338.19,0.3185,-11.98,4,5
25911,11.73,0.0897,19.6,2.285,0.0314,323.75,0.3717,-11.26,4,5
25937,12.23,0.1002,21.01,2.381,0.0224,390.83,0.0418,-18.59,4,5
25938,12.13,0.1067,22.67,2.358,0.1477,349.39,0.2314,-26.94,4,50
26057,12.28,0.0471,9.66,2.434,0.0614,360.88,0.1187,-10.83,4,5
26486,12.24,0.0827,17.1,2.414,0.0635,378.82,0.0336,-16.62,4,5
26510,12.52,0.0937,19.58,2.39,0.0476,274.89,0.0803,-17.57,4,50
26601,11.41,0.0689,14.95,2.301,0.0453,314.44,0.3874,-7.83,4,5
26705,12.05,0.0965,20.42,2.363,0.0504,294.56,0.1898,-16.87,4,50
26763,12.54,0.1244,26.63,2.335,0.0369,155.26,0.019,-25.16,4,50
28958,12.2,0.0885,18.5,2.388,0.038,376.65,0.1292,-15.93,4,5
28960,12.7,0.1098,23.2,2.364,0.045,263.79,0.0638,-21.44,4,50
29196,11.99,0.0663,13.57,2.442,0.0963,367.71,0.0504,-15.97,5,5
29314,11.58,0.0919,19.55,2.349,0.0503,357.55,0.2454,-15.32,5,5
29603,11.24,0.0968,22.35,2.164,0.0224,264.36,0.5266,-7.47,5,5
29976,10.99,0.0596,13.41,2.218,0.0526,240.13,0.5133,-2.85,5,50
29977,11.26,0.0495,10.66,2.318,0.0467,312.19,0.3858,-5.59,5,5
30020,12.02,0.0849,18.08,2.346,0.0159,352.13,0.2659,-12.61,4,5
30102,10.87,0.0566,12.24,2.31,0.0709,309.3,0.393,-7.13,4,5
30498,11.85,0.0881,18.3,2.404,0.0612,350.32,0.0595,-17.23,5,50
30499,12.11,0.0379,7.75,2.443,0.0541,361.52,0.0905,-9.91,5,5
30504,11.39,0.014,2.86,2.454,0.0804,354.28,0.1139,-9.68,5,5
30505,11.65,0.0454,10.07,2.254,0.1009,277.15,0.4826,-4.94,5,5
30506,11.06,0.0808,17.48,2.31,0.0574,326.11,0.3527,-11.08,5,5
30508,12.12,0.1149,25.23,2.276,0.0097,350.07,0.3106,-18.07,5,5
30510,12.09,0.0712,14.82,2.399,0.1011,351.74,0.2113,-15.11,4,50
30698,12.07,0.0609,12.63,2.411,0.0166,364.07,0.1485,-10.76,5,5
30704,11.3,0.0881,18.75,2.346,0.0115,355.63,0.2558,-13.33,5,5
30705,10.5,0.0756,16.24,2.326,0.0487,330.78,0.3342,-10.33,5,5
30708,11.85,0.0638,13.87,2.295,0.053,308.17,0.4042,-6.95,5,5
30791,12.16,0.0563,12.22,2.302,0.0757,304.9,0.4064,-6.97,5,5
30792,12.41,0.0253,5.14,2.453,0.0628,360.07,0.0669,-9.58,5,5
30793,12.2,0.0667,14.28,2.334,0.0564,327.54,0.3372,-9.23,5,5
30806,12.74,0.0385,7.84,2.455,0.0733,363.12,0.0147,-11.2,5,5
30807,12.06,0.0869,18.09,2.398,0.0256,381.39,0.077,-15.7,5,5
30942,11.41,0.0697,15.05,2.314,0.0832,316.34,0.3711,-10.17,5,5
31037,12.13,0.0417,8.44,2.471,0.1502,347.16,0.1286,-16.96,5,50
31342,10.57,0.0188,4.04,2.326,0.0418,180.74,0.3913,-3.0,5,50
31344,10.96,0.1379,30.15,2.285,0.0327,70.39,0.1263,-28.72,5,50
31806,11.7,0.0171,3.85,2.217,0.0617,252.75,0.5391,0.75,5,50
31814,12.2,0.113,23.99,2.352,0.0249,395.0,0.0953,-21.5,5,5
31819,11.43,0.1148,24.93,2.301,0.0379,364.52,0.2598,-19.92,5,5
31820,12.16,0.1005,21.05,2.386,0.0539,319.79,0.0487,-19.41,5,50
31821,12.08,0.0309,6.38,2.423,0.0163,354.07,0.1709,-7.62,5,5
31835,11.57,0.0899,19.1,2.35,0.0071,328.43,0.2392,-13.96,4,5
32339,11.68,0.023,4.8,2.395,0.1488,315.54,0.3174,-11.91,5,5
32356,12.09,0.0048,1.21,1.449,0.1051,336.52,0.2344,-9.43,5,5
32370,12.38,0.0776,16.18,2.396,0.0149,371.04,0.1428,-13.26,5,5
32396,12.26,0.0307,6.21,2.467,0.1021,357.66,0.0491,-12.39,5,5
32397,11.54,0.0603,12.41,2.428,0.0414,369.44,0.0759,-11.9,5,5
32420,11.78,0.1299,28.68,2.262,0.0249,369.77,0.2675,-23.62,5,5
32430,11.97,0.1074,22.8,2.353,0.0128,386.46,0.1401,-19.38,5,5
32434,11.85,0.008,1.91,2.179,0.1142,294.31,0.42,-5.69,5,5
32435,11.22,0.094,20.7,2.268,0.1042,309.3,0.3962,-15.39,5,50
32437,11.31,0.0292,6.3,2.313,0.0778,300.57,0.4131,-4.5,5,5
32440,11.42,0.0931,21.53,2.161,0.0184,260.06,0.5373,-6.34,5,5
32451,11.82,0.092,20.04,2.293,0.0552,327.45,0.3569,-12.96,5,5
32461,11.94,0.0574,12.92,2.219,0.0279,271.42,0.5134,-2.17,5,5
32464,11.7,0.0454,9.94,2.283,0.0732,292.79,0.4435,-4.64,5,5
32467,11.83,0.1278,29.78,2.138,0.0634,280.93,0.4665,-19.12,5,50
32471,12.2,0.1316,28.41,2.314,0.0289,4.29,0.0368,-27.15,5,50
32475,10.84,0.0283,6.32,2.239,0.0537,242.62,0.5095,-0.43,5,50
32478,12.04,0.0391,7.96,2.457,0.1476,341.46,0.1779,-15.94,5,5
32480,11.34,0.0513,10.94,2.341,0.0533,322.77,0.346,-7.01,5,5
32482,11.07,0.0693,14.47,2.391,0.0336,359.61,0.1963,-11.62,5,5
32496,10.32,0.0809,18.26,2.212,0.0442,206.47,0.4943,-6.13,5,50
32498,11.59,0.0775,17.07,2.269,0.0524,269.91,0.4217,-8.17,4,50
32499,10.62,0.0691,14.5,2.382,0.1183,337.83,0.2675,-15.08,5,50
32501,11.03,0.0144,3.22,2.233,0.0758,265.99,0.5214,-0.31,5,50
32513,11.52,0.1007,22.69,2.216,0.0499,257.37,0.4514,-11.47,5,50
32615,11.12,0.1361,30.21,2.25,0.0288,5.14,0.2492,-25.75,5,50
32720,12.0,0.0146,3.0,2.435,0.0397,353.71,0.1506,-7.57,5,5
32726,12.08,0.0416,8.51,2.445,0.0588,363.28,0.0696,-10.56,5,5
32794,12.64,0.0639,13.4,2.381,0.0931,340.1,0.2662,-12.5,5,5
32811,11.32,0.083,17.81,2.328,0.0995,328.6,0.3293,-14.69,5,5
33822,11.89,0.0274,5.67,2.414,0.1432,324.75,0.2782,-12.57,4,5
34298,12.38,0.0422,8.63,2.439,0.1171,347.05,0.1798,-13.05,5,50
34521,11.58,0.1059,23.02,2.297,0.0291,349.25,0.3034,-16.38,5,5
34553,12.07,0.0693,14.56,2.375,0.0709,346.11,0.2554,-12.12,5,5
34642,10.84,0.0358,7.58,2.36,0.049,325.45,0.3269,-5.92,5,5
34684,11.94,0.0269,5.68,2.364,0.094,317.97,0.3401,-7.17,4,5
34746,9.91,0.0815,18.06,2.253,0.0256,300.89,0.4365,-7.85,5,5
34785,11.65,0.0865,18.77,2.302,0.0229,330.12,0.3501,-11.08,5,5
34835,12.54,0.1408,30.67,2.294,0.074,408.68,0.046,-33.65,5,50
34993,12.38,0.0737,15.34,2.4,0.0196,369.14,0.1443,-12.68,4,5
35272,12.08,0.037,7.75,2.383,0.0727,332.14,0.2901,-7.8,4,5
35276,11.72,0.0542,11.28,2.4,0.081,345.55,0.2328,-11.08,4,5
35277,11.9,0.0461,9.83,2.34,0.0626,319.1,0.3548,-6.64,4,5
35363,11.91,0.0261,5.46,2.39,0.0341,337.37,0.2687,-6.1,4,5
35672,12.39,0.0873,18.17,2.399,0.0147,383.53,0.0506,-15.73,4,5
35673,11.62,0.116,24.86,2.331,0.0313,24.35,0.1599,-21.55,4,50
36259,11.46,0.0733,15.59,2.347,0.0602,337.89,0.3011,-11.23,4,5
36265,12.05,0.0352,7.18,2.445,0.0556,361.15,0.0862,-9.79,4,5
36267,10.82,0.0271,5.74,2.358,0.1146,311.65,0.3567,-8.17,4,5
36268,12.16,0.0822,17.21,2.383,0.0107,369.22,0.1694,-13.67,4,5
36269,11.65,0.0412,8.67,2.373,0.0246,335.5,0.29,-6.52,4,5
36270,11.9,0.0544,11.23,2.417,0.0576,357.68,0.1677,-10.9,4,5
36271,11.96,0.0486,10.07,2.41,0.0225,355.86,0.1838,-8.99,4,5
36279,11.22,0.1007,23.07,2.18,0.0516,274.74,0.4988,-10.06,4,5
36425,12.32,0.0929,19.3,2.404,0.1007,375.01,0.1018,-20.91,5,50
36624,11.55,0.0791,17.63,2.24,0.0374,144.17,0.4586,-6.84,5,50
36922,11.79,0.068,14.14,2.401,0.0151,365.0,0.1606,-11.55,5,5
37281,12.17,0.1306,28.23,2.314,0.033,65.29,0.0883,-26.55,4,50
37297,11.69,0.0514,11.03,2.328,0.085,312.72,0.3742,-7.81,4,5
37298,11.79,0.1164,25.14,2.314,0.0623,353.61,0.2285,-21.89,4,50
37299,11.68,0.0451,10.11,2.229,0.0666,269.89,0.5115,-2.15,4,5
37300,12.03,0.0693,14.97,2.311,0.0222,321.17,0.3684,-7.83,4,5
37301,11.85,0.0356,7.58,2.344,0.0645,316.56,0.3595,-5.72,4,5
37519,11.1,0.0099,2.14,2.29,0.0441,300.17,0.4196,-2.29,5,5
37572,13.25,0.092,19.19,2.395,0.1206,361.72,0.1738,-21.96,5,5
37685,11.93,0.0496,10.13,2.443,0.1276,347.61,0.172,-15.16,4,5
37710,12.49,0.0313,6.45,2.424,0.0336,353.61,0.1708,-7.96,4,5
37714,12.25,0.0913,18.62,2.449,0.1774,361.04,0.055,-30.61,4,50
37715,12.16,0.0874,18.29,2.387,0.049,372.83,0.1493,-15.91,4,5
37716,12.43,0.033,6.72,2.453,0.0713,360.8,0.0631,-10.51,4,5
37732,11.99,0.0373,7.78,2.391,0.0756,335.38,0.2729,-8.33,4,5
37789,13.18,0.0564,11.57,2.435,0.0419,370.05,0.0305,-11.62,4,5
37790,12.8,0.0493,10.16,2.42,0.0421,358.8,0.1558,-9.9,4,5
38050,9.97,0.0396,8.79,2.248,0.0388,139.87,0.4918,-1.27,4,50
38051,11.97,0.0403,8.17,2.464,0.1368,348.34,0.1362,-15.57,4,5
38052,12.75,0.0699,14.41,2.42,0.0179,376.18,0.0236,-12.86,4,5
38257,12.12,0.0314,6.51,2.408,0.0838,339.35,0.2446,-8.7,5,50
38574,11.79,0.0667,13.78,2.417,0.0767,362.33,0.1466,-13.81,4,5
38585,12.39,0.103,21.67,2.374,0.065,383.07,0.1185,-20.56,4,5
38592,11.85,0.0775,16.44,2.356,0.0429,347.94,0.2685,-11.92,4,5
38594,12.16,0.0861,18.09,2.377,0.0082,358.13,0.1724,-14.33,4,5
38596,12.45,0.072,14.93,2.409,0.0237,371.96,0.1105,-12.83,4,5
38597,12.12,0.0706,14.86,2.371,0.0874,341.49,0.2706,-13.01,4,5
38598,12.47,0.0813,17.05,2.38,0.0335,365.3,0.1889,-13.69,4,5
38599,11.93,0.0422,8.79,2.395,0.0393,344.41,0.2424,-7.84,4,5
38600,11.78,0.0626,12.96,2.41,0.0333,363.84,0.1502,-11.28,4,5
38606,11.85,0.0945,20.32,2.323,0.0339,348.86,0.2898,-14.33,4,5
38607,11.8,0.0924,19.57,2.356,0.0451,250.65,0.2175,-15.58,4,50
38609,12.23,0.0771,16.07,2.395,0.0672,362.64,0.1793,-14.51,4,5
38610,11.56,0.0267,5.56,2.396,0.0625,336.39,0.266,-7.13,4,5
38611,12.32,0.0228,4.64,2.453,0.0891,353.43,0.1232,-10.46,4,5
38614,12.0,0.0717,15.19,2.358,0.0388,344.47,0.2772,-10.67,4,5
38615,12.39,0.0356,7.21,2.469,0.122,353.72,0.0892,-14.18,4,5
38617,12.07,0.0298,6.15,2.418,0.0487,348.67,0.2001,-7.9,4,5
38619,11.73,0.0296,6.09,2.426,0.1136,338.02,0.229,-11.11,4,5
38621,12.23,0.0375,7.79,2.404,0.0425,346.07,0.227,-7.82,4,5
39229,12.63,0.0086,1.63,0.946,0.1394,346.03,0.1181,-14.14,4,5
39264,10.88,0.061,12.97,2.346,0.0297,332.48,0.3188,-8.06,4,5
39270,12.21,0.0316,6.47,2.44,0.0465,359.18,0.1114,-8.99,4,5
39275,12.17,0.0339,7.1,2.381,0.0525,333.7,0.2874,-6.75,4,5
39278,11.95,0.0673,13.9,2.417,0.033,370.59,0.1007,-12.42,4,5
39280,12.01,0.0547,11.43,2.39,0.0174,350.3,0.2291,-8.87,4,5
39284,12.04,0.0701,14.59,2.4,0.0466,363.01,0.1709,-12.54,4,5
39285,12.59,0.087,18.17,2.392,0.0472,375.33,0.1291,-15.99,4,5
39286,12.23,0.0717,14.82,2.417,0.024,375.43,0.0608,-13.13,4,5
39287,12.65,0.1393,30.41,2.288,0.0042,204.54,0.0794,-29.36,4,5
39288,12.52,0.0722,14.9,2.421,0.05,374.64,0.0528,-14.07,4,5
39289,12.39,0.0591,12.25,2.41,0.0432,359.82,0.1691,-10.9,4,5
39292,12.53,0.0609,12.46,2.442,0.1244,354.45,0.1431,-16.8,4,5
39293,11.98,0.0484,10.1,2.393,0.0337,347.09,0.2359,-8.39,4,5
39362,12.02,0.1055,22.39,2.353,0.038,380.37,0.1652,-19.23,4,5
39369,11.12,0.0454,9.56,2.371,0.1086,323.21,0.3189,-10.15,4,5
39463,12.51,0.1129,23.94,2.356,0.0431,394.75,0.0852,-22.24,4,5
39474,11.75,0.0633,13.2,2.395,0.0485,355.08,0.2071,-11.08,5,5
39691,12.69,0.0591,12.14,2.433,0.0423,370.84,0.0345,-11.96,4,5
39692,12.43,0.0695,14.31,2.425,0.0823,367.51,0.1026,-14.64,4,50
39693,12.42,0.0712,14.74,2.412,0.0494,369.26,0.1209,-13.39,4,5
39793,12.77,0.0754,15.91,2.365,0.0499,349.7,0.2553,-12.1,4,5
39794,12.28,0.0936,20.01,2.336,0.0161,356.34,0.2613,-14.36,4,5
39795,12.56,0.085,17.73,2.395,0.0511,374.15,0.1288,-15.78,4,5
39797,12.3,0.0429,8.92,2.401,0.0877,338.88,0.253,-9.9,4,5
39798,12.57,0.0234,4.77,2.447,0.0762,354.1,0.1305,-9.65,4,5
39803,12.54,0.0988,20.69,2.386,0.0412,210.08,0.021,-18.66,4,50
40237,12.0,0.037,7.44,2.488,0.1715,342.25,0.1242,-19.27,4,5
40262,12.98,0.048,9.82,2.441,0.1184,349.28,0.1676,-14.19,4,5
41268,12.6,0.0959,20.42,2.344,0.0979,350.87,0.2596,-18.88,4,50
41340,11.26,0.0461,10.46,2.202,0.0464,199.49,0.5433,-0.3,4,50
41342,12.55,0.1167,24.8,2.351,0.0445,398.47,0.0691,-23.45,4,5
41350,12.11,0.0217,4.48,2.424,0.0494,349.02,0.1903,-7.64,4,5
41353,12.06,0.0844,17.65,2.389,0.0464,259.79,0.1502,-14.93,4,50
41355,12.63,0.0672,13.9,2.414,0.0343,369.07,0.1167,-12.31,4,5
41359,12.16,0.1521,33.92,2.24,0.0336,92.2,0.0956,-34.62,4,50
41379,11.42,0.1068,23.89,2.231,0.0356,138.49,0.4122,-13.7,4,50
41417,12.45,0.1453,31.93,2.273,0.0228,425.32,0.0121,-32.28,4,5
41426,12.87,0.1308,28.17,2.321,0.0414,235.51,0.0188,-27.26,4,50
41427,12.37,0.1432,31.41,2.278,0.0495,311.2,0.0805,-32.15,4,50
42036,11.95,0.0585,12.1,2.415,0.0161,364.71,0.1361,-10.59,4,5
42114,12.47,0.0444,9.11,2.432,0.0463,361.12,0.1198,-9.93,4,5
42146,11.97,0.0791,16.65,2.372,0.0185,359.86,0.2181,-12.49,4,5
42168,11.68,0.0852,17.91,2.377,0.0932,355.69,0.2199,-17.17,4,5
42176,12.37,0.0225,4.67,2.405,0.0912,333.76,0.2645,-8.44,4,5
42179,12.3,0.0487,9.99,2.432,0.0287,365.19,0.0943,-10.07,4,5
42182,12.13,0.0748,15.51,2.409,0.019,374.86,0.0922,-13.33,4,5
42187,11.47,0.0209,4.5,2.317,0.0819,299.94,0.4128,-4.3,4,5
42200,12.06,0.1348,29.31,2.297,0.0403,222.58,0.1149,-28.19,4,50
42201,12.43,0.0436,8.89,2.449,0.1123,352.55,0.1408,-13.41,4,50
42230,12.56,0.0906,19.24,2.352,0.0501,358.22,0.2403,-15.17,4,5
42277,12.11,0.0663,13.59,2.435,0.0908,366.33,0.0856,-15.31,5,5
42367,11.1,0.1081,24.79,2.178,0.0599,279.51,0.4849,-12.52,4,5
42403,12.6,0.1033,21.76,2.371,0.0765,377.47,0.1415,-20.83,4,50
42554,11.8,0.0837,17.86,2.339,0.0668,341.66,0.2951,-13.49,4,5
42555,12.57,0.036,7.3,2.462,0.1131,353.95,0.1049,-13.3,4,5
43212,12.31,0.082,17.07,2.399,0.0482,373.26,0.1266,-15.12,4,5
43436,12.14,0.0887,18.52,2.391,0.0524,376.2,0.1248,-16.59,4,5
43627,12.97,0.1043,21.86,2.383,0.0723,383.8,0.0407,-21.84,4,50
43706,12.44,0.1227,26.67,2.297,0.0576,344.91,0.229,-23.65,4,50
45822,12.32,0.0431,8.65,2.486,0.1675,345.35,0.1096,-19.58,5,5
46676,12.03,0.0961,19.97,2.408,0.1785,345.85,0.1949,-30.56,4,50
47955,12.06,0.1077,22.74,2.365,0.0343,91.07,0.07,-20.43,5,50
47956,11.99,0.1199,25.79,2.321,0.0352,140.29,0.1629,-22.86,5,50
47957,11.78,0.1059,22.38,2.362,0.0469,275.67,0.1196,-20.21,5,50
47959,12.33,0.1072,22.71,2.357,0.0249,387.8,0.127,-19.74,5,5
47962,11.88,0.0651,13.9,2.338,0.0901,322.85,0.342,-10.69,5,5
47963,11.89,0.0712,14.95,2.377,0.0254,354.96,0.2287,-11.19,5,5
47964,11.98,0.0029,1.02,0.843,0.1127,330.53,0.2637,-9.4,5,5
47967,11.93,0.04,8.16,2.446,0.095,354.55,0.1334,-11.97,5,5
47969,11.93,0.0781,16.55,2.357,0.0638,335.89,0.2691,-12.69,5,50
48249,12.13,0.1388,30.33,2.286,0.0407,224.95,0.1093,-29.68,5,50
48252,12.36,0.0796,16.93,2.347,0.0438,345.54,0.2815,-12.03,5,5
48254,12.4,0.0625,14.16,2.206,0.0634,261.28,0.5249,-3.19,5,50
48269,12.04,0.0537,11.22,2.389,0.0842,339.78,0.2612,-10.67,4,5
48373,12.12,0.1221,28.18,2.165,0.0463,241.63,0.4661,-15.69,5,50
48438,10.94,0.1018,23.32,2.179,0.0431,275.88,0.4975,-10.02,5,5
48604,12.55,0.15,33.32,2.25,0.0589,369.05,0.1105,-35.35,5,50
48764,11.6,0.0713,15.57,2.287,0.09,303.47,0.4113,-9.67,5,5
48767,11.98,0.0931,21.2,2.192,0.0216,277.04,0.4988,-7.75,5,5
51339,12.18,0.056,11.49,2.436,0.0983,357.37,0.1392,-13.9,5,5
51340,11.93,0.117,24.83,2.352,0.0341,401.7,0.0273,-23.26,5,5
51344,12.14,0.0349,7.15,2.439,0.034,361.63,0.0963,-8.98,5,5
51345,11.78,0.0201,4.08,2.383,0.1654,322.48,0.2668,-14.7,5,5
51346,12.07,0.0831,17.43,2.381,0.0204,368.71,0.1755,-13.9,5,5
51347,11.95,0.0526,10.74,2.448,0.1292,351.07,0.1492,-15.88,5,50
51348,11.98,0.0735,15.24,2.41,0.0789,363.64,0.1536,-14.95,5,5
51350,11.59,0.0601,12.76,2.35,0.0322,333.64,0.3128,-8.14,5,5
51351,12.3,0.1164,24.66,2.36,0.0671,380.16,0.038,-24.51,5,50
51354,11.48,0.0682,14.21,2.399,0.0638,357.72,0.1932,-12.69,5,5
